,RLG Index,RLV Index,VIX Index,,,,RLG Index,RLV Index,,,,,,,,,,
,PX_LAST,PX_LAST,PX_LAST,Spread,,,Return,Return,,,,,,,,,,
#NAME?,200.00,#NAME?,#NAME?,,,,,,,,,,,,,,,
9/1/92,201.17,200.83,13.40,#NAME?,,,0.58%,#NAME?,,,vix_index,r_growth_(t-1),r_value_(t-1),p_growth_(t-1),p_value_(t-1),p_joint_(t-1),p_spread_(t-1),spread
7/29/04,450.79,583.77,15.68,-0.10%,,,0.59%,0.50%,,7/29/04,16.15%,-0.2431%,0.2120%,41.8650%,#NAME?,31.59%,#NAME?,-0.0975%
7/30/04,452.01,584.03,15.32,-0.23%,,,0.27%,0.05%,,7/30/04,15.68%,0.5947%,0.4972%,66.5255%,#NAME?,64.43%,#NAME?,-0.2267%
8/2/04,453.66,586.95,15.37,0.13%,,,0.37%,0.50%,,8/2/04,15.32%,0.2717%,0.0451%,57.2658%,#NAME?,43.15%,#NAME?,0.1340%
8/3/04,449.37,584.80,16.03,0.58%,,,-0.95%,-0.37%,,8/3/04,15.37%,0.3653%,0.4993%,60.0139%,#NAME?,58.76%,#NAME?,0.5789%
8/4/04,448.91,583.57,16.21,-0.11%,,,-0.10%,-0.21%,,8/4/04,16.03%,-0.9454%,-0.3665%,23.1072%,#NAME?,11.72%,#NAME?,-0.1075%
8/5/04,440.95,574.84,18.32,0.28%,,,-1.77%,-1.50%,,8/5/04,16.21%,-0.1030%,-0.2105%,46.0307%,#NAME?,26.58%,#NAME?,0.2773%
8/6/04,433.25,567.23,19.34,0.42%,,,-1.75%,-1.32%,,8/6/04,18.32%,-1.7730%,-1.4956%,8.6950%,#NAME?,2.91%,#NAME?,0.4237%
8/9/04,433.08,568.53,18.89,0.27%,,,-0.04%,0.23%,,8/9/04,19.34%,-1.7474%,-1.3237%,9.0048%,#NAME?,3.38%,#NAME?,0.2687%
8/10/04,439.57,574.93,17.47,-0.37%,,,1.50%,1.13%,,8/10/04,18.89%,-0.0397%,0.2290%,47.9316%,#NAME?,39.41%,#NAME?,-0.3744%
8/11/04,437.41,574.29,18.04,0.38%,,,-0.49%,-0.11%,,8/11/04,17.47%,1.5007%,1.1262%,86.6604%,#NAME?,86.51%,#NAME?,0.3803%
8/12/04,432.27,567.60,19.08,0.01%,,,-1.18%,-1.17%,,8/12/04,18.04%,-0.4918%,-0.1115%,34.7140%,#NAME?,20.84%,#NAME?,0.0111%
8/13/04,432.70,568.22,17.98,0.01%,,,0.10%,0.11%,,8/13/04,19.08%,-1.1767%,-1.1656%,18.1453%,#NAME?,5.55%,#NAME?,0.0084%
8/16/04,438.46,576.29,17.57,0.09%,,,1.33%,1.42%,,8/16/04,17.98%,0.1006%,0.1091%,52.1542%,#NAME?,41.58%,#NAME?,0.0904%
8/17/04,440.58,576.81,17.02,-0.39%,,,0.48%,0.09%,,8/17/04,17.57%,1.3300%,1.4204%,83.6880%,#NAME?,87.69%,#NAME?,-0.3941%
8/18/04,446.88,583.37,16.23,-0.29%,,,1.43%,1.14%,,8/18/04,17.02%,0.4847%,0.0906%,63.4504%,#NAME?,48.35%,#NAME?,-0.2916%
8/19/04,444.83,581.47,16.96,0.13%,,,-0.46%,-0.33%,,8/19/04,16.23%,1.4293%,1.1376%,85.4652%,#NAME?,86.19%,#NAME?,0.1314%
8/20/04,447.86,586.12,16.00,0.12%,,,0.68%,0.80%,,8/20/04,16.96%,-0.4576%,-0.3262%,35.6723%,#NAME?,18.26%,#NAME?,0.1179%
8/23/04,447.35,583.87,15.88,-0.27%,,,-0.12%,-0.38%,,8/23/04,16.00%,0.6816%,0.7995%,68.8790%,#NAME?,71.88%,#NAME?,-0.2690%
8/24/04,447.09,584.77,15.33,0.21%,,,-0.06%,0.16%,,8/24/04,15.88%,-0.1154%,-0.3844%,45.6593%,#NAME?,21.98%,#NAME?,0.2117%
8/25/04,451.19,588.64,14.98,-0.26%,,,0.92%,0.66%,,8/25/04,15.33%,-0.0566%,0.1552%,47.4250%,#NAME?,37.45%,#NAME?,-0.2563%
8/26/04,450.78,589.37,14.91,0.22%,,,-0.09%,0.12%,,8/26/04,14.98%,0.9170%,0.6608%,74.8595%,#NAME?,73.17%,#NAME?,0.2166%
8/27/04,452.52,590.47,14.71,-0.20%,,,0.39%,0.19%,,8/27/04,14.91%,-0.0924%,0.1242%,46.3486%,#NAME?,35.56%,#NAME?,-0.1997%
8/30/04,447.84,587.12,15.44,0.47%,,,-1.03%,-0.57%,,8/30/04,14.71%,0.3873%,0.1877%,60.6560%,#NAME?,51.03%,#NAME?,0.4663%
8/31/04,449.19,591.11,15.29,0.38%,,,0.30%,0.68%,,8/31/04,15.44%,-1.0349%,-0.5685%,21.1040%,#NAME?,9.56%,#NAME?,0.3799%
9/1/04,450.80,591.59,14.91,-0.28%,,,0.36%,0.08%,,9/1/04,15.29%,0.3003%,0.6803%,58.1102%,#NAME?,59.03%,#NAME?,-0.2791%
9/2/04,456.25,597.21,14.28,-0.26%,,,1.21%,0.95%,,9/2/04,14.91%,0.3604%,0.0814%,59.8732%,#NAME?,46.21%,#NAME?,-0.2581%
9/3/04,453.02,596.23,13.91,0.54%,,,-0.71%,-0.16%,,9/3/04,14.28%,1.2074%,0.9493%,81.3048%,#NAME?,81.67%,#NAME?,0.5440%
9/6/04,453.02,596.23,13.91,0.00%,,,0.00%,0.00%,,9/6/04,13.91%,-0.7073%,-0.1633%,28.9231%,#NAME?,16.37%,#NAME?,0.0000%
9/7/04,455.44,601.34,14.07,0.32%,,,0.53%,0.86%,,9/7/04,13.91%,0.0000%,0.0000%,49.1258%,#NAME?,35.29%,#NAME?,0.3245%
9/8/04,453.70,598.21,14.06,-0.14%,,,-0.38%,-0.52%,,9/8/04,14.07%,0.5331%,0.8576%,64.8158%,#NAME?,68.72%,#NAME?,-0.1395%
9/9/04,455.05,599.10,14.01,-0.15%,,,0.30%,0.15%,,9/9/04,14.06%,-0.3818%,-0.5213%,37.8264%,#NAME?,16.16%,#NAME?,-0.1505%
9/10/04,458.40,600.72,13.76,-0.47%,,,0.74%,0.27%,,9/10/04,14.01%,0.2987%,0.1481%,58.0609%,#NAME?,47.81%,#NAME?,-0.4653%
9/13/04,460.20,601.03,13.17,-0.34%,,,0.39%,0.05%,,9/13/04,13.76%,0.7368%,0.2716%,70.3365%,#NAME?,59.18%,#NAME?,-0.3403%
9/14/04,461.63,601.58,13.56,-0.22%,,,0.31%,0.09%,,9/14/04,13.17%,0.3914%,0.0511%,60.7729%,#NAME?,45.26%,#NAME?,-0.2196%
9/15/04,457.65,598.41,14.64,0.33%,,,-0.86%,-0.53%,,9/15/04,13.56%,0.3116%,0.0920%,58.4423%,#NAME?,45.85%,#NAME?,0.3343%
9/16/04,458.04,601.82,14.39,0.49%,,,0.08%,0.57%,,9/16/04,14.64%,-0.8619%,-0.5276%,25.0686%,#NAME?,11.25%,#NAME?,0.4855%
9/17/04,459.92,604.26,14.03,0.00%,,,0.41%,0.41%,,9/17/04,14.39%,0.0846%,0.5700%,51.6709%,#NAME?,48.88%,#NAME?,-0.0041%
9/20/04,457.72,600.52,14.43,-0.14%,,,-0.48%,-0.62%,,9/20/04,14.03%,0.4094%,0.4053%,61.2937%,#NAME?,58.03%,#NAME?,-0.1428%
9/21/04,460.05,605.28,13.66,0.28%,,,0.51%,0.79%,,9/21/04,14.43%,-0.4766%,-0.6194%,35.1393%,#NAME?,13.82%,#NAME?,0.2845%
9/22/04,452.91,598.10,14.74,0.37%,,,-1.55%,-1.18%,,9/22/04,13.66%,0.5082%,0.7927%,64.1155%,#NAME?,67.29%,#NAME?,0.3679%
9/23/04,451.81,594.05,14.80,-0.43%,,,-0.24%,-0.68%,,9/23/04,14.74%,-1.5527%,-1.1848%,11.6328%,#NAME?,4.31%,#NAME?,-0.4344%
9/24/04,451.58,596.19,14.28,0.41%,,,-0.05%,0.36%,,9/24/04,14.80%,-0.2429%,-0.6773%,41.8713%,#NAME?,14.91%,#NAME?,0.4095%
9/27/04,448.19,593.19,14.62,0.25%,,,-0.75%,-0.50%,,9/27/04,14.28%,-0.0498%,0.3597%,47.6280%,#NAME?,40.70%,#NAME?,0.2468%
9/28/04,450.39,596.99,13.83,0.15%,,,0.49%,0.64%,,9/28/04,14.62%,-0.7507%,-0.5039%,27.8137%,#NAME?,12.49%,#NAME?,0.1498%
9/29/04,453.46,598.21,13.21,-0.48%,,,0.68%,0.20%,,9/29/04,13.83%,0.4913%,0.6411%,63.6390%,#NAME?,64.80%,#NAME?,-0.4762%
9/30/04,453.15,598.96,13.34,0.19%,,,-0.07%,0.13%,,9/30/04,13.21%,0.6805%,0.2044%,68.8500%,#NAME?,55.78%,#NAME?,0.1937%
10/1/04,460.44,607.20,12.75,-0.23%,,,1.61%,1.38%,,10/1/04,13.34%,-0.0681%,0.1255%,47.0770%,#NAME?,36.44%,#NAME?,-0.2341%
10/4/04,462.45,608.74,13.41,-0.18%,,,0.44%,0.25%,,10/4/04,12.75%,1.6098%,1.3757%,88.3540%,#NAME?,89.61%,#NAME?,-0.1817%
10/5/04,461.76,608.74,13.95,0.15%,,,-0.15%,0.00%,,10/5/04,13.41%,0.4357%,0.2540%,62.0517%,#NAME?,54.30%,#NAME?,0.1485%
10/6/04,464.21,613.43,13.28,0.24%,,,0.53%,0.77%,,10/6/04,13.95%,-0.1496%,-0.0011%,44.6373%,#NAME?,30.99%,#NAME?,0.2405%
10/7/04,458.29,608.63,14.50,0.49%,,,-1.27%,-0.78%,,10/7/04,13.28%,0.5299%,0.7705%,64.7274%,#NAME?,67.67%,#NAME?,0.4915%
10/8/04,453.11,606.32,15.05,0.75%,,,-1.13%,-0.38%,,10/8/04,14.50%,-1.2740%,-0.7825%,16.2736%,#NAME?,6.95%,#NAME?,0.7531%
10/11/04,454.55,607.02,14.71,-0.20%,,,0.32%,0.11%,,10/11/04,15.05%,-1.1314%,-0.3782%,19.0611%,#NAME?,9.96%,#NAME?,-0.2030%
10/12/04,453.25,606.22,15.05,0.15%,,,-0.28%,-0.13%,,10/12/04,14.71%,0.3176%,0.1146%,58.6182%,#NAME?,46.89%,#NAME?,0.1536%
10/13/04,451.15,600.42,15.42,-0.49%,,,-0.46%,-0.96%,,10/13/04,15.05%,-0.2849%,-0.1313%,40.6368%,#NAME?,24.77%,#NAME?,-0.4934%
10/14/04,446.71,595.60,16.43,0.18%,,,-0.98%,-0.80%,,10/14/04,15.42%,-0.4640%,-0.9574%,35.4934%,#NAME?,9.99%,#NAME?,0.1808%
10/15/04,447.94,598.95,15.04,0.29%,,,0.28%,0.56%,,10/15/04,16.43%,-0.9833%,-0.8024%,22.2467%,#NAME?,8.38%,#NAME?,0.2872%
10/18/04,451.95,600.23,14.71,-0.68%,,,0.89%,0.21%,,10/18/04,15.04%,0.2756%,0.5628%,57.3789%,#NAME?,56.76%,#NAME?,-0.6819%
10/19/04,448.54,593.75,15.13,-0.32%,,,-0.75%,-1.08%,,10/19/04,14.71%,0.8948%,0.2129%,74.3208%,#NAME?,57.68%,#NAME?,-0.3241%
10/20/04,449.22,593.33,14.85,-0.22%,,,0.15%,-0.07%,,10/20/04,15.13%,-0.7545%,-1.0786%,27.7172%,#NAME?,7.61%,#NAME?,-0.2222%
10/21/04,451.31,594.53,14.54,-0.26%,,,0.47%,0.20%,,10/21/04,14.85%,0.1509%,-0.0712%,53.6643%,#NAME?,36.10%,#NAME?,-0.2624%
10/22/04,445.51,590.81,15.28,0.66%,,,-1.28%,-0.63%,,10/22/04,14.54%,0.4655%,0.2031%,62.9048%,#NAME?,52.99%,#NAME?,0.6581%
10/25/04,444.41,591.10,16.58,0.30%,,,-0.25%,0.05%,,10/25/04,15.28%,-1.2838%,-0.6257%,16.0920%,#NAME?,7.63%,#NAME?,0.2971%
10/26/04,450.31,599.90,16.39,0.16%,,,1.33%,1.49%,,10/26/04,16.58%,-0.2485%,0.0486%,41.7063%,#NAME?,29.19%,#NAME?,0.1614%
10/27/04,458.75,604.84,15.72,-1.05%,,,1.87%,0.82%,,10/27/04,16.39%,1.3274%,1.4887%,83.6390%,#NAME?,87.98%,#NAME?,-1.0513%
10/28/04,459.56,605.48,15.39,-0.07%,,,0.18%,0.11%,,10/28/04,15.72%,1.8747%,0.8235%,91.8152%,#NAME?,82.27%,#NAME?,-0.0718%
10/29/04,459.96,607.76,16.27,0.29%,,,0.09%,0.38%,,10/29/04,15.39%,0.1774%,0.1056%,54.4581%,#NAME?,43.54%,#NAME?,0.2895%
11/1/04,459.52,608.66,16.27,0.24%,,,-0.10%,0.15%,,11/1/04,16.27%,0.0870%,0.3766%,51.7455%,#NAME?,46.86%,#NAME?,0.2440%
11/2/04,460.16,607.61,16.18,-0.31%,,,0.14%,-0.17%,,11/2/04,16.27%,-0.0965%,0.1474%,46.2255%,#NAME?,35.85%,#NAME?,-0.3107%
11/3/04,465.26,614.84,14.04,0.08%,,,1.11%,1.19%,,11/3/04,16.18%,0.1388%,-0.1719%,53.3017%,#NAME?,31.95%,#NAME?,0.0814%
11/4/04,470.93,626.39,13.97,0.66%,,,1.22%,1.88%,,11/4/04,14.04%,1.1090%,1.1904%,79.2439%,#NAME?,83.54%,#NAME?,0.6598%
11/5/04,473.90,627.20,13.84,-0.50%,,,0.63%,0.13%,,11/5/04,13.97%,1.2189%,1.8787%,81.5369%,#NAME?,87.84%,#NAME?,-0.5024%
11/8/04,473.33,626.47,13.80,0.00%,,,-0.12%,-0.12%,,11/8/04,13.84%,0.6311%,0.1287%,67.5196%,#NAME?,51.74%,#NAME?,0.0037%
11/9/04,472.94,626.18,13.61,0.04%,,,-0.08%,-0.05%,,11/9/04,13.80%,-0.1207%,-0.1170%,45.5018%,#NAME?,28.75%,#NAME?,0.0375%
11/10/04,471.61,627.01,13.08,0.41%,,,-0.28%,0.13%,,11/10/04,13.61%,-0.0835%,-0.0460%,46.6176%,#NAME?,31.65%,#NAME?,0.4122%
11/11/04,476.23,632.27,13.04,-0.14%,,,0.98%,0.84%,,11/11/04,13.08%,-0.2800%,0.1322%,40.7816%,#NAME?,29.50%,#NAME?,-0.1393%
11/12/04,480.48,638.67,13.33,0.12%,,,0.89%,1.01%,,11/12/04,13.04%,0.9792%,0.8399%,76.3308%,#NAME?,77.42%,#NAME?,0.1196%
11/15/04,481.83,637.09,13.38,-0.53%,,,0.28%,-0.25%,,11/15/04,13.33%,0.8926%,1.0122%,74.2692%,#NAME?,78.55%,#NAME?,-0.5303%
11/16/04,478.22,633.28,13.21,0.15%,,,-0.75%,-0.60%,,11/16/04,13.38%,0.2818%,-0.2485%,57.5633%,#NAME?,30.46%,#NAME?,0.1531%
11/17/04,480.82,636.78,13.21,0.01%,,,0.54%,0.55%,,11/17/04,13.21%,-0.7501%,-0.5969%,27.8300%,#NAME?,11.60%,#NAME?,0.0084%
11/18/04,481.35,637.50,12.98,0.00%,,,0.11%,0.11%,,11/18/04,13.21%,0.5435%,0.5519%,65.1062%,#NAME?,64.55%,#NAME?,0.0024%
11/19/04,474.60,631.93,13.50,0.53%,,,-1.40%,-0.87%,,11/19/04,12.98%,0.1106%,0.1131%,52.4551%,#NAME?,41.99%,#NAME?,0.5282%
11/22/04,477.00,636.20,12.97,0.17%,,,0.51%,0.68%,,11/22/04,13.50%,-1.4019%,-0.8737%,14.0122%,#NAME?,5.97%,#NAME?,0.1700%
11/23/04,476.51,637.22,12.67,0.26%,,,-0.10%,0.16%,,11/23/04,12.97%,0.5059%,0.6759%,64.0514%,#NAME?,65.73%,#NAME?,0.2642%
11/24/04,478.83,639.78,12.72,-0.08%,,,0.49%,0.40%,,11/24/04,12.67%,-0.1040%,0.1602%,46.0022%,#NAME?,35.81%,#NAME?,-0.0846%
11/25/04,478.83,639.78,12.72,0.00%,,,0.00%,0.00%,,11/25/04,12.72%,0.4867%,0.4021%,63.5074%,#NAME?,59.78%,#NAME?,0.0000%
11/26/04,478.87,640.81,12.78,0.15%,,,0.01%,0.16%,,11/26/04,12.72%,0.0000%,0.0000%,49.1258%,#NAME?,35.29%,#NAME?,0.1514%
11/29/04,477.82,638.46,13.30,-0.15%,,,-0.22%,-0.37%,,11/29/04,12.78%,0.0090%,0.1604%,49.3961%,#NAME?,39.94%,#NAME?,-0.1468%
11/30/04,475.18,637.05,13.24,0.33%,,,-0.55%,-0.22%,,11/30/04,13.30%,-0.2195%,-0.3663%,42.5623%,#NAME?,20.97%,#NAME?,0.3311%
12/1/04,484.06,644.45,12.97,-0.71%,,,1.87%,1.16%,,12/1/04,13.24%,-0.5521%,-0.2210%,33.0505%,#NAME?,18.26%,#NAME?,-0.7054%
12/2/04,485.45,641.50,12.98,-0.75%,,,0.29%,-0.46%,,12/2/04,12.97%,1.8681%,1.1627%,91.7397%,#NAME?,88.56%,#NAME?,-0.7459%
12/3/04,486.12,641.91,12.96,-0.07%,,,0.14%,0.06%,,12/3/04,12.98%,0.2867%,-0.4591%,57.7093%,#NAME?,23.26%,#NAME?,-0.0743%
12/6/04,485.41,641.92,13.19,0.15%,,,-0.15%,0.00%,,12/6/04,12.96%,0.1386%,0.0644%,53.2955%,#NAME?,41.13%,#NAME?,0.1477%
12/7/04,479.83,635.02,13.67,0.07%,,,-1.15%,-1.08%,,12/7/04,13.19%,-0.1456%,0.0020%,44.7565%,#NAME?,31.18%,#NAME?,0.0743%
12/8/04,482.63,637.12,13.19,-0.25%,,,0.58%,0.33%,,12/8/04,13.67%,-1.1502%,-1.0758%,18.6781%,#NAME?,6.07%,#NAME?,-0.2521%
12/9/04,485.39,640.40,12.88,-0.06%,,,0.57%,0.51%,,12/9/04,13.19%,0.5838%,0.3316%,66.2239%,#NAME?,59.51%,#NAME?,-0.0575%
12/10/04,484.15,641.25,12.76,0.39%,,,-0.25%,0.13%,,12/10/04,12.88%,0.5717%,0.5142%,65.8899%,#NAME?,64.36%,#NAME?,0.3876%
12/13/04,487.30,647.88,12.54,0.38%,,,0.65%,1.03%,,12/13/04,12.76%,-0.2542%,0.1334%,41.5369%,#NAME?,30.31%,#NAME?,0.3838%
12/14/04,489.94,649.67,12.73,-0.26%,,,0.54%,0.28%,,12/14/04,12.54%,0.6500%,1.0338%,68.0313%,#NAME?,73.62%,#NAME?,-0.2636%
12/15/04,490.66,652.13,12.35,0.23%,,,0.15%,0.38%,,12/15/04,12.73%,0.5405%,0.2769%,65.0239%,#NAME?,56.95%,#NAME?,0.2301%
12/16/04,490.08,649.83,12.27,-0.23%,,,-0.12%,-0.35%,,12/16/04,12.35%,0.1474%,0.3774%,53.5574%,#NAME?,49.27%,#NAME?,-0.2341%
12/17/04,485.85,646.84,11.95,0.40%,,,-0.86%,-0.46%,,12/17/04,12.27%,-0.1184%,-0.3525%,45.5702%,#NAME?,22.71%,#NAME?,0.4030%
12/20/04,483.95,648.76,11.83,0.69%,,,-0.39%,0.30%,,12/20/04,11.95%,-0.8631%,-0.4601%,25.0401%,#NAME?,11.80%,#NAME?,0.6888%
12/21/04,488.46,654.47,11.55,-0.05%,,,0.93%,0.88%,,12/21/04,11.83%,-0.3909%,0.2979%,37.5675%,#NAME?,27.43%,#NAME?,-0.0538%
12/22/04,490.90,655.93,11.45,-0.28%,,,0.50%,0.22%,,12/22/04,11.55%,0.9325%,0.8787%,75.2310%,#NAME?,77.42%,#NAME?,-0.2751%
12/23/04,490.92,656.54,11.23,0.09%,,,0.01%,0.09%,,12/23/04,11.45%,0.4985%,0.2234%,63.8427%,#NAME?,54.31%,#NAME?,0.0873%
12/24/04,490.92,656.54,11.23,0.00%,,,0.00%,0.00%,,12/24/04,11.23%,0.0055%,0.0928%,49.2914%,#NAME?,38.17%,#NAME?,0.0000%
12/27/04,489.33,653.17,12.14,-0.19%,,,-0.32%,-0.51%,,12/27/04,11.23%,0.0000%,0.0000%,49.1258%,#NAME?,35.29%,#NAME?,-0.1890%
12/28/04,493.54,657.48,12.00,-0.20%,,,0.86%,0.66%,,12/28/04,12.14%,-0.3237%,-0.5127%,39.5058%,#NAME?,16.92%,#NAME?,-0.1992%
12/29/04,493.96,657.04,11.62,-0.15%,,,0.09%,-0.07%,,12/29/04,12.00%,0.8589%,0.6597%,73.4417%,#NAME?,72.44%,#NAME?,-0.1513%
12/30/04,494.22,657.33,12.56,-0.01%,,,0.05%,0.04%,,12/30/04,11.62%,0.0851%,-0.0662%,51.6871%,#NAME?,35.05%,#NAME?,-0.0087%
12/31/04,493.41,656.83,13.29,0.09%,,,-0.16%,-0.08%,,12/31/04,12.56%,0.0526%,0.0440%,50.7103%,#NAME?,38.16%,#NAME?,0.0872%
1/3/05,489.47,650.30,14.08,-0.20%,,,-0.80%,-0.99%,,1/3/05,13.29%,-0.1633%,-0.0761%,44.2304%,#NAME?,28.80%,#NAME?,-0.1963%
1/4/05,482.68,643.05,13.98,0.27%,,,-1.39%,-1.12%,,1/4/05,14.08%,-0.7983%,-0.9946%,26.6207%,#NAME?,8.01%,#NAME?,0.2719%
1/5/05,480.74,639.86,14.09,-0.09%,,,-0.40%,-0.49%,,1/5/05,13.98%,-1.3874%,-1.1155%,14.2568%,#NAME?,5.08%,#NAME?,-0.0937%
1/6/05,481.75,642.86,13.58,0.26%,,,0.21%,0.47%,,1/6/05,14.09%,-0.4013%,-0.4950%,37.2691%,#NAME?,16.36%,#NAME?,0.2585%
1/7/05,482.12,640.82,13.49,-0.39%,,,0.08%,-0.32%,,1/7/05,13.58%,0.2099%,0.4684%,55.4273%,#NAME?,53.04%,#NAME?,-0.3941%
1/10/05,484.63,642.60,13.23,-0.24%,,,0.52%,0.28%,,1/10/05,13.49%,0.0762%,-0.3180%,51.4188%,#NAME?,26.19%,#NAME?,-0.2430%
1/11/05,481.63,638.51,13.19,-0.02%,,,-0.62%,-0.64%,,1/11/05,13.23%,0.5210%,0.2781%,64.4777%,#NAME?,56.67%,#NAME?,-0.0168%
1/12/05,483.74,640.61,12.56,-0.11%,,,0.44%,0.33%,,1/12/05,13.19%,-0.6192%,-0.6360%,31.2355%,#NAME?,12.34%,#NAME?,-0.1089%
1/13/05,478.59,637.36,12.84,0.56%,,,-1.06%,-0.51%,,1/13/05,12.56%,0.4375%,0.3286%,62.1036%,#NAME?,56.67%,#NAME?,0.5578%
1/14/05,481.60,641.33,12.43,-0.01%,,,0.63%,0.62%,,1/14/05,12.84%,-1.0646%,-0.5069%,20.4606%,#NAME?,9.74%,#NAME?,-0.0063%
1/17/05,481.60,641.33,12.43,0.00%,,,0.00%,0.00%,,1/17/05,12.43%,0.6291%,0.6229%,67.4667%,#NAME?,67.86%,#NAME?,0.0000%
1/18/05,485.20,648.69,12.47,0.40%,,,0.75%,1.15%,,1/18/05,12.43%,0.0000%,0.0000%,49.1258%,#NAME?,35.29%,#NAME?,0.3986%
1/19/05,480.09,643.12,13.18,0.19%,,,-1.05%,-0.86%,,1/19/05,12.47%,0.7479%,1.1465%,70.6253%,#NAME?,76.89%,#NAME?,0.1940%
1/20/05,476.03,639.02,13.83,0.21%,,,-0.85%,-0.64%,,1/20/05,13.18%,-1.0524%,-0.8584%,20.7246%,#NAME?,7.66%,#NAME?,0.2088%
1/21/05,472.34,635.95,14.36,0.30%,,,-0.78%,-0.48%,,1/21/05,13.83%,-0.8463%,-0.6375%,25.4459%,#NAME?,10.47%,#NAME?,0.2965%
1/24/05,468.72,635.39,14.65,0.68%,,,-0.77%,-0.09%,,1/24/05,14.36%,-0.7760%,-0.4795%,27.1766%,#NAME?,12.47%,#NAME?,0.6763%
1/25/05,471.45,636.24,14.06,-0.45%,,,0.58%,0.13%,,1/25/05,14.65%,-0.7653%,-0.0890%,27.4440%,#NAME?,16.10%,#NAME?,-0.4467%
1/26/05,474.29,639.12,13.44,-0.15%,,,0.60%,0.45%,,1/26/05,14.06%,0.5816%,0.1349%,66.1641%,#NAME?,51.57%,#NAME?,-0.1506%
1/27/05,474.64,639.30,13.24,-0.05%,,,0.07%,0.03%,,1/27/05,13.44%,0.6026%,0.4520%,66.7426%,#NAME?,63.43%,#NAME?,-0.0454%
1/28/05,473.05,638.10,13.24,0.15%,,,-0.33%,-0.19%,,1/28/05,13.24%,0.0740%,0.0286%,51.3534%,#NAME?,38.23%,#NAME?,0.1461%
1/31/05,476.71,644.31,12.82,0.20%,,,0.77%,0.97%,,1/31/05,13.24%,-0.3346%,-0.1885%,39.1897%,#NAME?,22.65%,#NAME?,0.1993%
2/1/05,479.43,649.86,12.03,0.29%,,,0.57%,0.86%,,2/1/05,12.82%,0.7743%,0.9737%,71.3077%,#NAME?,75.96%,#NAME?,0.2914%
2/2/05,480.79,652.27,11.66,0.09%,,,0.28%,0.37%,,2/2/05,12.03%,0.5702%,0.8615%,65.8481%,#NAME?,69.85%,#NAME?,0.0889%
2/3/05,478.43,651.77,11.79,0.41%,,,-0.49%,-0.08%,,2/3/05,11.66%,0.2822%,0.3712%,57.5753%,#NAME?,53.73%,#NAME?,0.4135%
2/4/05,484.00,659.12,11.21,-0.04%,,,1.16%,1.13%,,2/4/05,11.79%,-0.4904%,-0.0770%,34.7528%,#NAME?,21.34%,#NAME?,-0.0367%
2/7/05,483.60,658.19,11.73,-0.06%,,,-0.08%,-0.14%,,2/7/05,11.21%,1.1642%,1.1275%,80.4170%,#NAME?,83.60%,#NAME?,-0.0584%
2/8/05,483.90,658.60,11.60,0.00%,,,0.06%,0.06%,,2/8/05,11.73%,-0.0829%,-0.1412%,46.6356%,#NAME?,28.92%,#NAME?,-0.0010%
2/9/05,478.42,654.33,12.00,0.48%,,,-1.13%,-0.65%,,2/9/05,11.60%,0.0633%,0.0623%,51.0305%,#NAME?,39.04%,#NAME?,0.4849%
2/10/05,479.81,657.52,11.51,0.20%,,,0.29%,0.49%,,2/10/05,12.00%,-1.1333%,-0.6483%,19.0219%,#NAME?,8.42%,#NAME?,0.1966%
2/11/05,484.19,660.96,11.43,-0.39%,,,0.91%,0.52%,,2/11/05,11.51%,0.2907%,0.4874%,57.8276%,#NAME?,56.19%,#NAME?,-0.3899%
2/14/05,484.48,661.90,11.52,0.08%,,,0.06%,0.14%,,2/14/05,11.43%,0.9133%,0.5233%,74.7692%,#NAME?,69.59%,#NAME?,0.0834%
2/15/05,486.06,663.88,11.27,-0.03%,,,0.33%,0.30%,,2/15/05,11.52%,0.0589%,0.1422%,50.8977%,#NAME?,41.22%,#NAME?,-0.0283%
2/16/05,485.24,665.35,11.10,0.39%,,,-0.17%,0.22%,,2/16/05,11.27%,0.3272%,0.2988%,58.8994%,#NAME?,53.24%,#NAME?,0.3918%
2/17/05,481.53,660.30,11.77,0.00%,,,-0.76%,-0.76%,,2/17/05,11.10%,-0.1697%,0.2220%,44.0385%,#NAME?,34.28%,#NAME?,0.0041%
2/18/05,482.09,660.20,11.18,-0.13%,,,0.12%,-0.02%,,2/18/05,11.77%,-0.7640%,-0.7599%,27.4789%,#NAME?,10.04%,#NAME?,-0.1312%
2/21/05,482.09,660.20,11.18,0.00%,,,0.00%,0.00%,,2/21/05,11.18%,0.1161%,-0.0151%,52.6186%,#NAME?,37.64%,#NAME?,0.0000%
2/22/05,475.55,649.94,13.14,-0.20%,,,-1.36%,-1.55%,,2/22/05,11.18%,0.0000%,0.0000%,49.1258%,#NAME?,35.29%,#NAME?,-0.1966%
2/23/05,476.93,654.95,12.39,0.48%,,,0.29%,0.77%,,2/23/05,13.14%,-1.3572%,-1.5538%,14.7765%,#NAME?,3.57%,#NAME?,0.4789%
2/24/05,480.81,660.35,11.57,0.01%,,,0.81%,0.83%,,2/24/05,12.39%,0.2915%,0.7704%,57.8484%,#NAME?,59.48%,#NAME?,0.0131%
2/25/05,484.62,667.69,11.49,0.32%,,,0.79%,1.11%,,2/25/05,11.57%,0.8123%,0.8254%,72.2749%,#NAME?,74.77%,#NAME?,0.3192%
